track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
Scorpio,Moneybagg Yo,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",74,0.736,0.532,1,-7.151,1,0.265,0.0292,8.86e-06,0.0806,0.273,84.983,0BFGDkrXAneskCJdudSCro
Cada Quien,Grupo Firme,"['norteno', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",83,0.707,0.833,3,-2.498,1,0.0517,0.137,0.0,0.115,0.788,110.062,5BE9B2FiFWBbBdoIQ1m1UP
So Hot You're Hurting My Feelings,Caroline Polachek,"['art_pop', 'dance_pop', 'electropop', 'escape_room', 'hyperpop', 'indie_pop', 'indietronica', 'pop']",77,0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,5B6Kjha6RRIMWGN7zGsAaT
Botella Tras Botella,Gera MX,"['mexican_hip_hop', 'rap_conciencia']",85,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,2MnLkFqY9Rpg9s3Zv6ZJdK
Stop Breathing,Playboi Carti,"['atl_hip_hop', 'plugg', 'pluggnb', 'rap', 'trap']",76,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,2lLG56qpLP3UbcLuzMvkWX
Overpass Graffiti,Ed Sheeran,"['pop', 'uk_pop']",87,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,4btFHqumCO31GksfuBLLv3
Noticed,Lil Mosey,"['melodic_rap', 'rap', 'rap_conscient', 'trap', 'vapor_trap']",79,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,7zLYKWcXnYeHHWidalz7rj
Head & Heart (feat. MNEK),Joel Corry,"['dance_pop', 'edm', 'pop', 'pop_dance', 'tropical_house', 'uk_dance']",86,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,6cx06DFPPHchuUAcTxznu9
Take My Breath,The Weeknd,"['canadian_contemporary_r&b', 'canadian_pop', 'pop']",84,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,6OGogr19zPTM4BALXuMQpF
To Be Loved,Adele,"['british_soul', 'pop', 'pop_soul', 'uk_pop']",81,0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,170.425,10ImcQk9tihY1EKMDIbvXJ
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,['australian_hip_hop'],78,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,0DYNL4xbYWgNzppUamtyR4
bad vibes forever,XXXTENTACION,"['emo_rap', 'miami_hip_hop']",77,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,03eJ2DclFWXYU8GWgANdmZ
Gët Busy,Yeat,['pluggnb'],75,0.66,0.58,10,-9.921,0,0.0393,0.0372,0.0,0.116,0.115,139.902,20O48JTG6O46tPAuZbliRA
Cold As You,Luke Combs,"['contemporary_country', 'country', 'country_road']",74,0.598,0.846,6,-4.956,1,0.0355,0.0527,0.0,0.113,0.328,144.04,7IWV29mryrqtO0JVgnPtfv
Safaera,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",82,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,2DEZmgHKAvm41k4J3R2E9Y
Los Mire Con Talento,Fuerza Regida,"['corrido', 'corridos_tumbados', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",78,0.54,0.549,2,-6.612,1,0.293,0.394,0.0,0.103,0.628,184.414,1trAoZKkvVjuuQpUzTI6KV
Si Te Pudiera Mentir,Calibre 50,['regional_mexican'],86,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,3p6eieHX6oEOzJStPtEsLu
Recuerda,Marca MP,"['corridos_tumbados', 'nuevo_regional_mexicano', 'sierreno']",76,0.434,0.207,2,-11.805,0,0.035,0.877,8.01e-05,0.118,0.435,181.204,2BaBwcllqDMkoD9184xOxP
NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,['australian_hip_hop'],78,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,1JXBNvlDEl2epKSJ9EOgKX
E. Coli (feat. Earl Sweatshirt),The Alchemist,"['alternative_hip_hop', 'hardcore_hip_hop', 'hip_hop', 'rap', 'southern_hip_hop', 'underground_hip_hop', 'west_coast_rap']",75,0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,3GXSywNvYLAVUCtjMHkKDh
Overwhelmed (Ryan Mack Remix),Ryan Mack,"['alt_z', 'irish_pop', 'social_media_pop']",80,0.658,0.445,0,-8.749,0,0.154,0.161,0.0,0.0845,0.513,174.111,03eyNjBM2mpx28H6kdaufN
La Difícil,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",83,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,6NfrH0ANGmgBXyxgV2PeXt
All Mine,Kanye West,"['chicago_rap', 'rap']",77,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,3U21A07gAloCc4P7J8rxcn
Got What I Got,Jason Aldean,"['contemporary_country', 'country', 'country_road']",73,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,4TCc369aRPRubv1m8R1TBG
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator","['hip_hop', 'rap']",75,0.827,0.571,11,-7.949,1,0.366,0.0195,0.0,0.166,0.62,142.034,7z4xW9WY86uH3gd1V9pfCM
Dancing With Your Ghost,Sasha Alex Sloan,"['alt_z', 'electropop', 'pop', 'post-teen_pop']",82,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,1TQXIltqoZ5XXyfCbAeSQQ
The Way I Talk,Morgan Wallen,['contemporary_country'],73,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,21LRaD9rB3v7p7DDCZsW4y
Time Machine,WILLOW,"['afrofuturism', 'dance_pop', 'electropop', 'pop', 'post-teen_pop']",76,0.606,0.532,3,-6.076,1,0.0416,0.44,0.0,0.132,0.405,81.332,1jVjOcs7QeQZJXScbqvofI
Sunshine,OneRepublic,"['dance_pop', 'piano_rock', 'pop', 'pop_rock']",84,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,5r43qanLhUCdBj8HN3fa6B
Young N Dumb,Polo G,['chicago_rap'],75,0.465,0.729,3,-6.93,0,0.237,0.0072,0.0,0.139,0.606,95.001,4dZTNKRngStyYNueXCO2FR
Con Tus Besos,Eslabon Armado,"['corrido', 'corridos_tumbados', 'nuevo_regional_mexicano', 'sierreno']",77,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,6WYB1odDfMPVMyp1QxFInT
Roses - Imanbek Remix,SAINt JHN,"['melodic_rap', 'pop_rap', 'rap', 'slap_house', 'trap']",72,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,0zLCBJZSiELJf02ucPP9wb
Boys Will Be Bugs,Cavetown,"['bedroom_pop', 'indie_pop']",78,0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,6suYoN4gFkanqOBn5yRnJC
Chosen 1,Polo G,['chicago_rap'],77,0.77,0.576,8,-11.845,0,0.339,0.138,0.0,0.08,0.364,166.162,40QrLHWdsxyXLAdjJG4Rxs
Up Down (feat. Florida Georgia Line),Morgan Wallen,['contemporary_country'],73,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,3EWMoDIm6lzuR0zQKtuCJX
TSU,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",76,0.568,0.56,9,-9.059,1,0.42,0.228,3.05e-06,0.39,0.246,130.019,4s7QLoImIwmPi9L6dq1nVW
SCOOP (feat. Doja Cat),Lil Nas X,"['lgbtq+_hip_hop', 'pop']",79,0.841,0.527,6,-8.116,1,0.149,0.0427,1.54e-06,0.12,0.582,163.975,6bpq1jGkVz66Q3LYeoXdjZ
Richer,Rod Wave,['florida_rap'],74,0.726,0.411,1,-12.929,1,0.0671,0.438,0.0,0.087,0.734,137.905,0mehSdTadpXbHAWTrnrIXO
Anyone,Justin Bieber,"['canadian_pop', 'pop']",81,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,31qCy5ZaophVA81wtlwLc4
Reckless,Madison Beer,"['alt_z', 'dance_pop', 'electropop', 'pop', 'post-teen_pop']",84,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,5ajjAnNRh8bxFvaVHzpPjh
Sold Out Dates (feat. Lil Baby),Gunna,"['atl_hip_hop', 'melodic_rap', 'rap', 'trap']",75,0.817,0.556,4,-7.178,0,0.14,0.469,0.0,0.131,0.314,126.991,55WLWX71YkHt2tSucNIf1g
Isabelle,Zach Hood,"['alt_z', 'gen_z_singer-songwriter', 'pop']",79,0.678,0.716,10,-4.403,1,0.0342,0.196,0.0,0.102,0.627,109.981,1w9L6dvttZalWd8XqFYvSa
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,['brooklyn_drill'],79,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,1H7KnK26kc1YyellpbINEn
God is a woman,Ariana Grande,"['dance_pop', 'pop']",81,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,5OCJzvD7sykQEKHH7qAC3C
Natural,Imagine Dragons,"['modern_rock', 'rock']",83,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,2FY7b99s15jUprqC0M5NCT
After Hours,charlieonnafriday,['sad_rap'],74,0.809,0.375,6,-9.914,1,0.0663,0.245,0.0,0.156,0.252,133.95,7jWW25q41F2P7Opfn3boIF
CAN'T SAY,Travis Scott,"['rap', 'slap_house']",78,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,27a1mYSG5tYg7dmEjWBcmL
Dark Knight Dummo,Trippie Redd,"['melodic_rap', 'rap', 'trap']",75,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,4apiNNK0jp9uqn3JDG9My1
Burn The House Down,AJR,"['modern_rock', 'pop_rap']",71,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,0TkJIyL69RAUIbNwGub6uR
Strawberries & Cigarettes,Troye Sivan,"['australian_pop', 'dance_pop', 'electropop', 'pop', 'viral_pop']",84,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,3afkJSKX0EAMsJXTZnDXXJ
You Say,Lauren Daigle,"['ccm', 'christian_music', 'worship']",78,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,6Up545NUflOiXo8cEraH49
Kevin’s Heart,J. Cole,"['conscious_hip_hop', 'hip_hop', 'north_carolina_hip_hop', 'rap']",74,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,6tZ3b7ik1QDXFAZlXib0YZ
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,"['disco', 'mellow_gold', 'soft_rock']",80,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,2cX2coZS1PYBfPs8wgbdWE
Final Warning,NLE Choppa,['memphis_hip_hop'],75,0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486,3LVcKphzONOdQ2EATazlZq
Blood On My Jeans,Juice WRLD,"['chicago_rap', 'melodic_rap']",75,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,0fCwrjKfWxF3xQhZrYUw4T
You Need To Calm Down,Taylor Swift,['pop'],79,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,6RRNNciQGZEXnqk8SQ9yv5
GIVE HEAVEN SOME HELL,HARDY,['contemporary_country'],73,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,2bVeUlOC5JjTpkQXuUUoYm
girls,girl in red,"['bedroom_pop', 'bubblegrunge', 'indie_pop', 'norwegian_indie', 'pop']",78,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,1kqc6U8hVYZhY0gFGQclCz
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,['australian_hip_hop'],76,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,13EW51DKru044OJDJ9Bm8o
Unapologetic (with NLE Choppa),Polo G,['chicago_rap'],75,0.666,0.707,5,-5.444,0,0.255,0.0862,0.0,0.334,0.627,160.0,45vDAZmpEf8BGVd1EA9yLA
Into the Unknown,Idina Menzel,"['hollywood', 'show_tunes']",77,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,3Z0oQ8r78OUaHvGPiDBR3W
Slow Down Summer,Thomas Rhett,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",74,0.464,0.755,4,-5.707,1,0.0354,0.00838,0.0,0.0989,0.449,155.973,1fff5nZGyRJtFLkOrSSwOU
Peach,Kevin Abstract,"['afrofuturism', 'alternative_r&b', 'hip_hop', 'lgbtq+_hip_hop', 'rap']",76,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-06,0.107,0.421,131.895,5JRMqkR82k2fdDEAim9SCN
Used To,Juice WRLD,"['chicago_rap', 'melodic_rap']",75,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504,0WZFN4E8HrmGUU0EMyKQ8c
IMY2 (with Kid Cudi),Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",75,0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,7F9cT6hIRhnFCYP6GKS0tf
sex money feelings die - slowed version,Lykke Li,"['art_pop', 'electropop', 'pop', 'swedish_electropop', 'swedish_indie_pop', 'swedish_pop']",79,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,0dkvbYmXYEPK7gGMdytmfI
Romantic Lover,Eyedress,['noise_pop'],77,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,7s5VQqrjBtrBgZL4pEa46S
all the kids are depressed,Jeremy Zucker,"['electropop', 'pop']",79,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,75ls0gurX68lUmMjE7QcsE
Dance Monkey,Tones And I,"['australian_pop', 'pop']",82,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K
MERCEDES,Brent Faiyaz,"['dmv_rap', 'hip_hop', 'pop', 'r&b', 'rap']",75,0.547,0.619,3,-6.485,0,0.132,0.0951,2.62e-06,0.0716,0.519,76.285,0tkgmjBMU6qSxolAKB3f2H
SOLVED THE PROBLEM,Comethazine,"['meme_rap', 'rap', 'trap', 'underground_hip_hop', 'vapor_trap', 'viral_rap']",74,0.934,0.698,10,-10.394,0,0.248,0.00277,1.44e-05,0.101,0.691,98.43,3gahizdt1kEi5ovjCn6eql
U Are My High,DJ Snake,"['dance_pop', 'edm', 'electronic_trap', 'pop', 'pop_dance', 'pop_rap']",80,0.503,0.783,0,-4.761,0,0.0385,0.0221,0.00223,0.14,0.213,125.122,3S7A85bAWOd6ltk6r2ANOI
JAPAN,Famous Dex,"['chicago_rap', 'drill', 'rap', 'southern_hip_hop', 'trap', 'underground_hip_hop', 'vapor_trap', 'viral_rap']",76,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,5PTG6rrL6EPFD9E2QMI2pl
Rockstar Made,Playboi Carti,"['atl_hip_hop', 'plugg', 'pluggnb', 'rap', 'trap']",76,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,3cWmqvMwVQKDigWLSZ3w9h
Envy Me,Calboy,"['chicago_rap', 'melodic_rap', 'pop_rap', 'trap', 'vapor_trap']",75,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,7rvyVWja33WG9R97oeJAjx
Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,"['corrido', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",81,0.643,0.35,4,-5.924,0,0.0783,0.784,0.0,0.102,0.541,118.199,1s59X35jDULAyOGmBuTAnd
You Make It Easy,Jason Aldean,"['contemporary_country', 'country', 'country_road']",72,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,6EGAfJaLUFzhS4zRBIEQ2J
Chandelier,Will Paquin,['weirdcore'],78,0.333,0.498,2,-9.121,0,0.0468,0.674,6.51e-06,0.12,0.427,87.082,1Go9q6KaCpAsQ0wkZFGzY2
Sobrio,Maluma,"['latin', 'reggaeton', 'reggaeton_colombiano']",89,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,4HzqWEdAbzcVFDv0pvxV4w
Make You Mine,PUBLIC,['indie_rockism'],80,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,5iFwAOB2TFkPJk8sMlxP8g
comethru,Jeremy Zucker,"['electropop', 'pop']",81,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,18uwL0vNUanqZH0ro2QcOP
Life Goes On (feat. Trippie Redd & Ski Mask The Slump God),Oliver Tree,['alternative_hip_hop'],76,0.698,0.799,0,-3.682,1,0.0498,0.109,0.0,0.0942,0.571,79.962,07ShpyCaAqfCseA3fWFFMY
Man Of The Year,Juice WRLD,"['chicago_rap', 'melodic_rap']",75,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,7AvprzMsRJpybaalckaT8c
Money,Cardi B,"['dance_pop', 'pop', 'pop_rap', 'rap']",76,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,2GGMabyHXnJmjY6CXhhB2e
Strawberry Skies,Kid Travis,"['chill_r&b', 'sad_rap']",77,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,458EaCXcB9TRBoJEDVcdcr
Hate Me (with Juice WRLD),Ellie Goulding,"['dance_pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk_pop']",78,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE
Monsters (feat. blackbear),All Time Low,"['modern_rock', 'pop_punk', 'rock']",76,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,0tyR7Bu9P086aWBFZ4QJoo
Me Acostumbre A Lo Bueno,Fuerza Regida,"['corrido', 'corridos_tumbados', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",78,0.715,0.739,6,-3.779,0,0.041,0.578,0.0,0.0887,0.963,101.611,1hHnCReCPe1FUkGLTeuCaC
Mine,Bazzi,"['dance_pop', 'electropop', 'pop']",78,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,7uzmGiiJyRfuViKKK3lVmR
#BrooklynBloodPop!,SyKo,['glitchcore'],81,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012,7K9Z3yFNNLv5kwTjQYGjnu
HOLIDAY,Lil Nas X,"['lgbtq+_hip_hop', 'pop']",81,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,6zFMeegAMYQo0mt8rXtrli
GOOD TIME,Niko Moon,['contemporary_country'],74,0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,2S8UMuLJ0z8agFgFGJ6Ztt
Essence (feat. Tems),WizKid,"['afro_dancehall', 'afropop', 'azonto', 'nigerian_hip_hop', 'nigerian_pop']",78,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,5FG7Tl93LdH117jEKYl3Cm
listen before i go,Billie Eilish,"['art_pop', 'electropop', 'pop']",78,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,0tMSssfxAL2oV8Vri0mFHE
Mama Cry,YNW Melly,"['melodic_rap', 'trap']",76,0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,2fSW54bA6x2iWePU7rpCiP
You’re Mines Still (feat. Drake),Yung Bleu,"['alabama_rap', 'pop_r&b', 'pop_rap', 'r&b', 'rap', 'trap']",76,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004,7E2C5rBLpCKwQlhJPVFBRS
Don't Start Now,Dua Lipa,"['dance_pop', 'pop', 'uk_pop']",84,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,3PfIrDoz19wz7qK7tYeu62
Still Trappin',Lil Durk,"['chicago_drill', 'chicago_rap', 'drill', 'hip_hop', 'rap', 'trap']",74,0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93,1lw4FrPr3Y8R7Q1Mro2TMe
Mariposa,Peach Tree Rascals,"['alternative_r&b', 'chill_r&b']",78,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,4ja2gzrNh9VNigzoXfmbwD
Siendo Sincero,Los Del Limit,"['corrido', 'corridos_tumbados', 'nuevo_regional_mexicano']",75,0.505,0.335,3,-10.027,0,0.0359,0.693,1.4e-05,0.117,0.645,165.431,6HgiRuV6ITWQBGsJ1HDjz1
Morning Sex,Ralph Castelli,['alaska_indie'],75,0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,2fGRJzoiYJYAzlQAyBONMb
You,Regard,"['dance_pop', 'edm', 'electro_house', 'pop', 'pop_dance', 'pop_edm', 'slap_house', 'tropical_house']",81,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,2cc8Sw1OnCuA5bV8nqWqpE
Sex Sounds,Lil Tjay,"['brooklyn_drill', 'melodic_rap', 'nyc_rap']",79,0.857,0.427,8,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,5JtvedSVWW9McnoEAPJwQm
Hot (feat. Gunna),Young Thug,"['atl_hip_hop', 'atl_trap', 'gangster_rap', 'hip_hop', 'melodic_rap', 'rap', 'trap']",75,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,5Z8HZM6iQMhhqyPcCGY5g9
Opp Stoppa (feat. 21 Savage),YBN Nahmir,"['alabama_rap', 'rap', 'trap', 'underground_hip_hop', 'vapor_trap', 'viral_rap']",74,0.829,0.343,2,-4.937,0,0.102,0.00734,0.0,0.179,0.312,78.035,59fFsGRwFiuhxKDPc1k6xW
range brothers (with Kendrick Lamar),Baby Keem,"['hip_hop', 'rap']",74,0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,0UTyLmkQgPOEIz95OVAJTR
Ella,Junior H,"['corridos_tumbados', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",79,0.478,0.732,4,-4.342,0,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,0tKl8ZVM6xJkhznvJAS3Nq
Therefore I Am,Billie Eilish,"['art_pop', 'electropop', 'pop']",80,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,54bFM56PmE4YLRnqpW6Tha
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",77,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,7CZyCXKG6d5ALeq41sLzbw
Material Girl,Saucy Santana,"['trap_queen', 'viral_rap']",76,0.876,0.7,2,-7.137,1,0.282,0.0421,0.0,0.542,0.433,101.995,6nQ1B216Liiydhgn2gar0o
Street Runner,Rod Wave,['florida_rap'],73,0.599,0.61,5,-8.633,0,0.24,0.213,0.000414,0.151,0.434,159.933,5iMRhOHzze2CujxHiJ6cRL
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Taylor Swift,['pop'],80,0.61,0.488,3,-6.918,1,0.0293,0.817,0.0,0.312,0.443,125.039,4IQkfUsrwXol38VV3U7t7T
REPEAT IT (with Gunna),Lil Tecca,"['melodic_rap', 'pluggnb', 'rap', 'trap']",77,0.681,0.687,9,-7.612,1,0.332,0.0555,0.0,0.062,0.588,108.641,21AJQhGZpujjZQXByZAXpr
Plug Walk,Rich The Kid,"['atl_hip_hop', 'hip_hop', 'melodic_rap', 'plugg', 'pop_rap', 'rap', 'southern_hip_hop', 'trap', 'vapor_trap']",76,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,1ZAyjvIk9YiD76yYy0TEG6
Halley's Comet,Billie Eilish,"['art_pop', 'electropop', 'pop']",78,0.403,0.159,1,-16.728,0,0.104,0.961,0.0121,0.34,0.0381,72.38,5XsAal7ZcWg1I5T4NcRjkv
Yo Perreo Sola,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",81,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,0SqqAgdovOE24BzxIClpjw
No Where,YoungBoy Never Broke Again,"['baton_rouge_rap', 'trap']",73,0.657,0.496,5,-7.346,1,0.0889,0.213,0.0,0.12,0.352,146.061,2f2WskmLwsLtGkjntD8NG7
the 1,Taylor Swift,['pop'],77,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,0Jlcvv8IykzHaSmj49uNW8
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,"['canadian_pop', 'dance_pop', 'pop', 'viral_pop']",85,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,0z8hI3OPS8ADPWtoCjjLl6
Nobody But You,Sonder,"['alternative_r&b', 'r&b']",77,0.637,0.299,7,-11.314,1,0.0366,0.742,0.0,0.359,0.364,83.872,6VFKuuqSbA1GpMEosUgTwQ
Cry Baby (feat. DaBaby),Megan Thee Stallion,"['houston_rap', 'pop', 'trap_queen']",74,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,4aarlAfLKVCTxUDNgbwhjH
Rich And Blind,Juice WRLD,"['chicago_rap', 'melodic_rap']",75,0.638,0.624,10,-5.37,1,0.0798,0.0102,0.0,0.0944,0.445,159.937,6QNFQJKlZUKr0xlGZ74CZJ
Sweet but Psycho,Ava Max,"['dance_pop', 'pop']",83,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,7DnAm9FOTWE3cUvso43HhI
Word on the Streets,Key Glock,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",73,0.886,0.646,10,-7.288,0,0.328,0.0266,3.76e-05,0.0857,0.798,148.119,3jhStgnHgwPGaSyhdHuT1Z
B.S. (feat. H.E.R.),Jhené Aiko,"['alternative_r&b', 'dance_pop', 'pop', 'r&b', 'urban_contemporary']",74,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,63wx9vdskaXbYxyDx4oJCZ
